CustomerID,FirstName,LastName,Email,Address,City,PostalCode,RegistrationDate,LastLoginDate,CustomerSegment,DateOfBirth,Phone
C04283,Matthew,Wyatt,matthewwyatt@outlook.com,637 Adam Underpass,Uyo,821554,3/23/2024,7/8/2024 0:59,VIP,6/16/1943,9173610451
C04284,Linda,Morrison,morrison.l@aol.com,2105 Kim Light,Abuja,862734,2/13/2024,6/19/2024 1:05,VIP,3/25/2003,9082442060
C04285,James,Thompson,james.thompson@gmail.com,94639 Smith Inlet Apt. 996,Port Harcourt,735020,7/17/2024,7/21/2024 8:11,standard,7/18/1957,7181113465
C04286,Jonathan,Santos,jonathan.santos@workmail.com,93431 Henson Landing,Port Harcourt,,12/23/2024,,standard,5/12/1970,7094873443
C04287,Tonya,Schultz,tonyaschultz@outlook.com,811 Tyler Circle,Aba,925891,8/4/2024,8/4/2024 23:58,,1/2/1971,8174674358
C04288,Abigail,Williams,abigail_williams@yahoo.com,"0185 Ryan Springs Apt. 799, Rivers",Port Harcourt,482361,9/27/2023,1/31/2025 14:29,,3/22/1987,8059871959
C04289,Michael,Wilson,mwilson@hotmail.com,1554 Ryan Keys,Abuja,350598,12/2/2023,2/20/2024 8:09,Gold,1/1/1900,7018451691
C04290,Chris,Clark,chris.clark@mail.com,"50143 John Parkways, Rivers",Port Harcourt,369128,11/2/2023,9/5/2024 22:45,VIP,,8064565162
C04291,Lawrence,Fisher,lfisher@aol.com,"160 Jennifer Gardens Apt. 702, Enugu",Enugu,293237,3/14/2024,,standard,,9119343926
C04292,Jason,Kaufman,jason.kaufman@outlook.com,"367 Lyons Port, Rivers",Port Harcourt,800222,1/2/2025,2/17/2025 23:06,Standard,8/15/1978,281.212.8927x467
C04293,Jamie,Smith,,3663 Jared Mission Suite 735,Port Harcourt,678839,1/18/2025,2/9/2025 0:05,Standard,4/14/1978,8150229788
C04294,Valerie,White,valerie.white@mail.com,59501 Fry Rapids Apt. 029,Port Harcourt,239610,3/24/2025,4/1/2025 5:57,Platinum,1/1/2000,9094421759
C04295,Raven,Elliott,raven_elliott@outlook.com,60012 Barrett Prairie Suite 768,Jos,132403,6/12/2024,1/3/2025 6:45,Gold,,552.334.7725x7771
C04296,Penny,Conner,pconner@yahoo.com,"519 Darrell Hollow Suite 628, Rivers",Port Harcourt,435963,1/17/2025,3/4/2025 17:36,New,8/25/1943,8219302948
C04297,Raymond,Pham,raymond.pham@yahoo.com, 762 Tara Walks,Warri,494475,10/24/2023,11/9/2024 13:14,Gold,1/1/1900,8138627785
C04298,Christine,Martinez,christine.martinez@hotmail.com,217 Paul Turnpike,Port Harcourt,862292,10/9/2024,,Standard,12/30/1971,9167284097
C04299,Jody,Harris,harris.j@gmail.com,"17241 Romero Divide Suite 335, Rivers",Port Harcourt,320028,9/13/2023,10/2/2024 16:53,VIP,12/26/1986,8181583175
C04300,Donald,Vazquez,donaldvazquez@outlook.com,2844 Le Stream Apt. 550 ,Abuja,984427,1/22/2025,5/11/2025 21:03,Standard,,2787420341
C04301,Hannah,White,hannah.white@mail.com,"86665 Dennis Cliffs, Rivers",Port Harcourt,724984,9/2/2024,11/8/2024 12:44,Silver,3/12/2000,8152357806
C04302,Michelle,Grant,michelle.grant@mail.com,"14174 Kimberly Passage, Lagos",Lagos,460079,4/30/2024,,,9/11/1972,7069352051
C04303,Steve,Collins,steve.collins@hotmail.com,504 Brittany Manors Suite 954,Lagos,628705,4/25/2025,,VIP,8/28/1969,9044811378
C04304,Samuel,Davis,,2001 Powell Hill,Lagos,328056,3/16/2024,,,8/7/1973,306.267.4208x89557
C04305,Jose,Huber,jose.huber@mail.ng,"69390 Farmer Square Suite 388, Lagos",Lagos,227681,4/16/2025,5/9/2025 10:57, standard,4/17/1960,8279288846
C04306,Laura,Lam,laura.lam@aol.com,188 Jean Road,Port Harcourt,230115,4/18/2024,7/11/2024 19:18,Gold,11/17/1941,7007693847
C04307,Donna,Powell,powell.d@aol.com,"654 Berger Throughway Apt. 894, Rivers",Port Harcourt,477448,4/7/2024,6/20/2024 2:57,standard,9/17/1963,7097853374
C04308,Charles,Sims,sims.c@yahoo.com,07555 Moses Extension,Ibadan,277315,4/21/2025,5/3/2025 11:55,Standard,,8135282309
C04309,Michelle,Murphy,michelle.murphy@workmail.com,15630 Young Crest Apt. 395,Port Harcourt,102000,1/18/2025,5/17/2025 16:33,Bronze,9/27/2001,7119616702
C04310,John,Crawford,,91528 David Unions Apt. 904,Kano,394075,10/23/2023,1/6/2024 20:21,New,1/30/1945,
C04311,Melanie,Murphy,melanie_murphy@iwantthis.com.ng,7201 Timothy Port Suite 291,Port Harcourt,496146,10/21/2024,11/13/2024 8:41,Bronze,2/22/1961,9041865252
C04312,Walter,Jimenez,wjimenez@yahoo.com,822 Blanchard Squares Apt. 278,Port Harcourt,701199,10/8/2024,2/15/2025 22:40,New,1/1/1900,7035995086
C04313,Belinda,Bird,bbird@yahoo.com,7390 Destiny Expressway Apt. 948,Abuja,109020,2/9/2024,,Silver,1/1/1900,9085481382
C04314,Jason,Fischer,jason_fischer@workmail.com,47039 Yu Streets,Port Harcourt,900979,9/15/2024,2/24/2025 5:22,,,7135168311
C04315,Dustin,Jacobs,dustin_jacobs@gmail.com,"1128 David Unions, Rivers",Port Harcourt,749449,11/10/2023,,New,2/9/2003,9097807666
C04316,Tanya,Hudson,tanya_hudson@outlook.com,"9761 Young Extensions Suite 367, Delta",Warri,743980,7/28/2024,4/15/2025 23:56,Standard,11/5/1956,7056633393
C04317,Catherine,Adams,catherine.adams@engineer.com,"8654 Kimberly Junctions, Rivers",Port Harcourt,809912,10/20/2023,10/4/2024 16:32,Silver,,8140721419
C04318,Angela,Soto,angela_soto@gmail.com,"7221 Perez Road Suite 254, Lagos",Lagos,636039,1/18/2025,5/14/2025 22:10,Bronze,2/5/1950,7057380617
C04319,James,Taylor,jamestaylor@aol.com,"35364 Smith Drive, Rivers",Port Harcourt,412007,9/12/2024,4/18/2025 10:59,VIP,10/14/1988,8151760450
C04320,Michele,Hammond,mhammond@outlook.com,438 Robert Centers Apt. 709,Uyo,819327,10/1/2024,1/2/2025 11:04,Gold,8/21/1974,7069557524
C04321,Natasha,Arnold,natasha.arnold@outlook.com,"8243 Gray Forest, Delta",Warri,921217,5/31/2024,4/27/2025 6:23,Gold,,9029442141
C04322,Cassandra,Rollins,rollins.c@gmail.com,48645 Reed Light,Port Harcourt,261867,12/24/2024,1/4/2025 3:00,New,6/11/1989,8136633209
C04323,Kelly,Alvarez,kelly.alvarez@outlook.com,2742 Walter River,Port Harcourt,639803,12/21/2024,2/21/2025 5:43,Silver,6/29/1975,8015036557
C04324,Shane,Holder,holder.s@mail.com,23309 Andrew Bridge,Lagos,122452,7/30/2024,10/9/2024 1:39,standard,,9177869464
C04325,Judy,Morris,judy_morris@outlook.com,274 Garcia Summit,Port Harcourt,497193,1/2/2025,2/22/2025 13:47,,3/19/1974,8181985295
C04326,Deborah,Owen,deborah.owen@gmail.com,673 Roberts Manors Suite 891,Port Harcourt,641296,9/11/2024,1/26/2025 1:52,Platinum,12/11/1983,7119604802
C04327,Jesse,Williams,jesse.williams@aol.com,"24238 Maureen Crest, Rivers",Port Harcourt,,11/19/2024,3/22/2025 20:49,Platinum,2/11/1969,7046747652
C04328,Andrea,Craig,andrea_craig@hotmail.com,"862 Wyatt Forge, Rivers",Port Harcourt,810541,5/13/2024,7/18/2024 17:57,Standard,6/6/2006,9015361418
C04329,Caitlin,Smith,caitlinsmith@mail.com,35951 Scott Keys,Enugu,615664,11/11/2023,1/31/2024 16:56,standard,6/3/1962,9067600413
C04330,Christopher,Smith,christopher.smith@aol.com,"989 Berg Keys, Lagos",Lagos,758760,12/20/2023,6/14/2024 3:58,Gold,1/1/1900,9093408846
C04331,Darren,Hebert,hebert.d@mail.com,519 Jordan Points Suite 844,Abuja,904037,4/21/2024,2/19/2025 18:23,Standard,7/20/1968,8001752269
C04332,Heather,Clarke,hclarke@beta.ng,0646 Nelson Stream,Port Harcourt,921360,12/23/2023,,Bronze,7/13/2000,7156068139
C04333,Michael,Thompson,michael.thompson@beta.ng,"1106 Garcia Ferry, Lagos (old)",Lagos,369757,11/22/2024,,Bronze,12/15/1999,7088015128
C04334,Robert,Curry,robert.curry@hotmail.com,3074 Fischer Heights,Jos,376974,9/16/2023,3/29/2024 14:34,Platinum,1/1/1900,8177224897
C04335,Julie,Franco,julie.franco@gmail.com,91228 White Mountain Apt. 257,Port Harcourt,789853,11/17/2023,,Bronze,7/28/1962,7182233481
C04336,Andre,Cox,andre.cox@gmail.com,9683 Conner Flats Suite 232,Port Harcourt,222921,2/3/2024,9/14/2024 23:44,Silver,1/1/1900,8039445617
C04337,Brian,Houston,houston.b@gmail.com,96466 Quinn Common,Ibadan,,10/8/2023,11/17/2023 16:13,Bronze,1/6/1939,8131419779
C04338,Sara,Newman,sara_newman@aol.com,"8744 Diaz Track, Lagos",Lagos,499176,3/25/2025,3/28/2025 12:02,standard,,7020234725
C04339,Katie,Blair,kblair@hotmail.com,"569 Jones Way Suite 795, Rivers",Port Harcourt,808044,7/12/2024,,VIP,5/26/1941,8122330141
C04340,Jeffrey,Reid,jeffrey.reid@gmail.com,55522 Prince Expressway Apt. 874,Benin City,381351,11/23/2024,4/7/2025 2:45,Gold,12/9/1965,9014378187
C04341,Jessica,Burns,jessica.burns@mail.com,"975 Jessica Fork, Rivers",Port Harcourt,117005,8/9/2024,,Platinum,1/1/1900,7137105879
C04342,Rebecca,King,rking@consultant.com,0187 Andersen Estate,Abuja,719202,12/9/2024,2/14/2025 0:52,Bronze,12/30/1955,
C04343,Karen,Delgado,karendelgado@engineer.com,28583 Baldwin Junctions,Lagos,791373,3/1/2025,3/16/2025 17:38,Gold,9/25/1963,7133926177
C04344,Diana,Fisher,dfisher@yahoo.com,80455 Melissa Wall Suite 114,Port Harcourt,668828,12/4/2024,4/12/2025 11:41,standard,5/11/1964,7035717304
C04345,Billy,Daniel,billydaniel@workmail.com,"349 CARL CAMP, RIVERS",Port Harcourt,195679,5/21/2025,5/22/2025 7:55,Platinum,10/22/1968,7153547992
C04346,Katelyn,Stewart,katelyn_stewart@beta.ng,6378 Jared Vista Suite 657,Port Harcourt,,11/11/2024,12/17/2024 13:01,New,,8171742313
C04347,Mark,Williams,markwilliams@gmail.com,25593 Heather Points Apt. 928,Abuja,371212,5/1/2024,9/26/2024 8:05,Silver,1/21/1951,8061857853
C04348,Mitchell,Mayo,mitchellmayo@mail.com,62080 Daniel Field,Abuja,432429,12/18/2023,3/29/2024 23:25,,11/21/1987,7151108456
C04349,Jenna,Haley,jenna_haley@hotmail.com,0275 Stokes Plaza,Port Harcourt,523149,10/26/2024,11/26/2024 18:14,,10/26/1986,7016691366
C04350,Travis,Young,travis_young@iwantthis.com.ng,"07261 Thompson Plain Suite 818, Rivers",Port Harcourt,612202,10/13/2024,11/13/2024 6:21,Bronze,,9164519897
C04351,Pamela,Little,pamela.little@outlook.com,"295 Meyers Lakes, Rivers",Port Harcourt,169472,11/25/2023,,Silver,3/25/1990,8083370499
C04352,Gregory,Gamble,gregory_gamble@outlook.com,8503 Dunn Summit,Port Harcourt,752325,12/10/2024,3/24/2025 4:57,,11/12/1949,8126397127
C04353,Kevin,Rodriguez,krodriguez@outlook.com,03495 Burgess Forest Apt. 322,Port Harcourt,340250,4/26/2025,,Gold,5/11/1949,7067483951
C04354,Jennifer,Thompson,jthompson@iwantthis.com.ng,9365 Munoz Tunnel Suite 469,Lagos,719490,12/28/2024,1/20/2025 20:43,Bronze,6/15/1963,9025468598
C04355,Bryan,Griffin,bgriffin@gmail.com,"54334 Jason Green Apt. 059, Kaduna",Kaduna,474962,1/30/2024,11/24/2024 10:22,standard,,-7782
C04356,Daniel,Miller,daniel.miller@mail.com,771 Antonio Manors,Abuja,786985,10/11/2024,1/6/2025 22:46,standard,9/23/1955,8105860428
C04357,Shannon,Boone,shannonboone@iwantthis.com.ng,82706 Katie Mission,Port Harcourt,870475,4/9/2025,,VIP,5/24/1963,7196522371
C04358,Sandra,Rojas,sandra_rojas@mail.com,102 Amy Points,Abuja,160577,3/6/2025,4/12/2025 14:42,VIP,4/29/1945,8030550462
C04359,Cory,Blevins,blevins.c@mail.com,28474 Green Forge Suite 802,Port Harcourt,784285,2/2/2024,2/4/2024 4:00,Silver,2/19/1976,9160341007
C04360,Michele,Cain,michele_cain@hotmail.com,"40275 Tyler Divide, Rivers ",Port Harcourt,708378,12/23/2024,4/5/2025 12:22,,5/18/1985,7174041998
C04361,Andrew,Neal,andrew.neal@gmail.com,50047 Sarah Manors Suite 100,Abuja,392799,11/26/2023,,Standard,11/25/1960,9083342054
C04362,Kathy,Berry,kberry@mail.com,"5438 Price Parkway Apt. 486, Rivers",Port Harcourt,348265,2/2/2025,,Gold,9/8/1958,8199207159
C04363,Jesus,Vasquez,vasquez.j@gmail.com,4882 Williams Island Suite 947,Benin City,208838,10/26/2024,1/4/2025 11:31,VIP,6/26/1996,8282745777
C04364,Kristina,Lee,kristina.lee@gmail.com,9636 Espinoza Burg,Port Harcourt,686875,10/17/2024,1/10/2025 5:47,standard,1/1/1900,9039469968
C04365,William,Weber,william.weber@yahoo.com,3999 Freeman Roads,Port Harcourt,544247,11/6/2024,2/12/2025 7:39,New,5/22/1979,9008297259
C04366,David,Stone,david.stone@engineer.com,7960 Brenda Harbor Suite 504,Lagos,895064,2/11/2024,9/25/2024 21:52,standard,9/28/1964,9174701191
C04367,Deborah,Winters,winters.d@hotmail.com,"359 David Estate Suite 445, Rivers",Port Harcourt,107889,9/2/2023,9/16/2023 13:58,Platinum,1/1/1900,8169360068
C04368,Glenn,Rodriguez,glenn.rodriguez@mail.ng,6087 Hart Throughway Apt. 380,Benin City,679778,3/22/2025,5/7/2025 4:20,VIP,11/14/1958,7152477951
C04369,Leslie,Brown,leslie.brown@aol.com,9232 Lee River,Lagos,739503,8/27/2024,3/26/2025 11:36,standard,7/6/1959,7006896410
C04370,James,King,james_king@aol.com,"07441 Roy Knolls Suite 241, Rivers",Port Harcourt,967344,8/6/2024,8/26/2024 14:39,Standard,7/5/1974,7177378155
C04371,Cynthia,Logan,cynthia.logan@aol.com,"633 Hood Vista, Rivers",Port Harcourt,622212,2/9/2025,2/11/2025 21:04,New,12/19/1985,8006011742
C04372,David,Olsen,dolsen@hotmail.com,474 Duncan Villages,Enugu,,10/11/2024,11/13/2024 3:07,VIP,,8088281542
C04373,Cheryl,Benson,cbenson@gmail.com,369 Samantha Roads Suite 235,Kano,721230,12/23/2024,3/1/2025 16:17,Gold,8/29/1972,7047854694
C04374,Leslie,Pittman,pittman.l@hotmail.com, 5370 Christopher Forest Apt. 375,Abuja,328815,3/8/2024,7/17/2024 2:40,Platinum,10/24/1981,9041931826
C04375,Crystal,Harris,crystal.harris@outlook.com,49842 Davis Lakes,Ibadan,415261,1/18/2024,1/23/2025 18:24,Bronze,12/2/1961,9125118822
C04376,Amanda,Everett,amanda.everett@gmail.com,263 Martinez Oval,Port Harcourt,651417,12/9/2023,1/30/2025 2:30,Platinum,2/3/1977,8148444136
C04377,Katherine,Wilson,wilson.k@aol.com,783 Robert Street Apt. 141,Lagos,565199,12/26/2023,,Standard,9/15/1949,8163156253
C04378,Bryan,Ross,bryan.ross@gmail.com,"578 Craig Court, Rivers",Port Harcourt,562066,9/4/2024,2/7/2025 3:06,Silver,7/18/1994,8162028181
C04379,Eric,Wright,eric.wright@outlook.com,015 Lisa Hill Suite 858,Port Harcourt,974175,7/20/2024,,Bronze,10/16/1967,8065719777
C04380,Janet,Johnson,janetjohnson@aol.com,"977 Miles Corners Suite 735, Rivers",Port Harcourt,662475,8/22/2024,10/15/2024 23:21,Bronze,1/18/1940,7143690142
C04381,Sara,Mayo,sara.mayo@gmail.com,7114 Rice Greens Suite 306,Enugu,597421,10/17/2023,5/3/2024 17:11,New,,
C04382,Tyler,Hale,hale.t@aol.com,02366 Allen Loaf,Port Harcourt,661868,11/25/2024,12/18/2024 17:21,Platinum,,9109267566
C04383,Nicole,Montgomery,nmontgomery@gmail.com,"8776 Marissa Points, Rivers",Port Harcourt,553777,11/17/2023,,Gold,,8245983002
C04384,Kristina,Hickman,kristina.hickman@yahoo.com,2869 Patrick Plaza Apt. 313,Port Harcourt,845771,11/30/2024,1/2/2025 23:58,Bronze,8/1/1969,8266095816
C04385,Madeline,Page,page.m@yahoo.com,93760 Edwards Courts Apt. 155,Lagos,571851,7/22/2024,4/2/2025 11:34,Standard,8/24/1980,8065858472
C04386,Seth,Owens,seth.owens@yahoo.com,"160 Ball Mountains Suite 880, FCT",Abuja,876490,6/26/2024,1/8/2025 17:21,,3/8/1954,7009117601
C04387,Cindy,Kelley,cindy_kelley@techie.com,22234 Brandon Gateway Apt. 364,Port Harcourt,600399,2/9/2025,,VIP,2/27/1948,7126793498
C04388,Michael,Jones,michaeljones@outlook.com,"41220 Evelyn Forks, Cross River",Calabar,109744,10/30/2023,8/16/2024 8:19,Silver,1/1/1900,9011258198
C04389,Rodney,Hernandez,rhernandez@iwantthis.com.ng,"04764 Hudson Neck Apt. 523, Lagos",Lagos,243046,9/10/2023,10/3/2024 2:23, Silver,2/15/1973,001-590-559-5724x409
C04390,Betty,Stanley,betty_stanley@outlook.com,762 Jason Villages,Port Harcourt,655537,11/30/2023,9/10/2024 11:40,VIP,4/14/1958,8138317401
C04391,Andrew,Fields,andrew.fields@techie.com,25017 Allen Stream,Abuja,887485,11/11/2023,7/12/2024 7:08,silver,,8187139270
C04392,Anthony,Hill,ahill@yahoo.com,19551 Marcia Cove Apt. 714,Abuja,201478,9/22/2024,11/10/2024 22:08,New,8/4/1986,7180735470
C04393,Julia,Mullen,jmullen@aol.com,"2883 Jessica Orchard Suite 571, Rivers",Port Harcourt,733513,2/11/2024,,New,4/6/1978,7092398501
C04394,Tammy,Krause,tammy.krause@aol.com,4129 Rangel Gardens Apt. 624,Port Harcourt,450937,1/18/2024,4/13/2024 12:57,Standard,11/3/1992,8268277787
C04395,Kelly,Crawford,kellycrawford@outlook.com,3046 Morris Roads,Port Harcourt,957520,12/5/2023,4/4/2025 3:48,Platinum_v2,,7196016230
C04396,Marcus,Mendoza,marcus.mendoza@outlook.com,"514 Megan Canyon, Lagos",Lagos,651252,1/22/2025,1/23/2025 12:22,Standard,3/30/2006,7138646104
C04397,Clinton,Contreras,clintoncontreras@outlook.com,"26982 Ronald Inlet Suite 067, Rivers",Port Harcourt,714609,9/14/2024,5/22/2025 14:03,standard,4/29/1992,496.559.9411x31424
C04398,Paul,Cohen,paul.cohen@yahoo.com,"6858 Joshua Mountains Apt. 626, Lagos",Lagos,932189,1/18/2024,9/14/2024 11:59,VIP,,9049703430
C04399,Pamela,Edwards,pamelaedwards@aol.com,"3147 Jacob Harbors Apt. 766, Lagos",Lagos,204347,2/17/2025,5/18/2025 7:20,standard,2/3/1990,9146241504
C04400,Alicia,Gibson,agibson@iwantthis.com.ng,3971 Jacob Circle,Port Harcourt,930013,12/21/2023,10/7/2024 5:04, Bronze ,12/21/1941,8034493749
C04401,Katherine,Mitchell,kmitchell@outlook.com,"14008 Jones Park, Rivers",Port Harcourt,167273,12/11/2024,12/19/2024 3:12,Gold,2/16/1945,
C04402,Carrie,Rodriguez,carrie.rodriguez@hotmail.com,"2914 Cunningham Spurs Apt. 671, Edo",Benin City,,12/9/2024,,Platinum,7/9/1954,7108453638
C04403,Mckenzie,King,mckenzieking@yahoo.com,8344 Jason Dale,Jos,147810,4/16/2025,4/22/2025 18:41,New,5/8/1946,7196178255
C04404,Brent,Orr,brent.orr@hotmail.com,906 Andersen Corner Suite 117,Port Harcourt,942912,10/4/2024,10/31/2024 14:57,VIP,3/16/1947,8135627851
C04405,Eric,Ward,ward.e@iwantthis.com.ng,540 Sandoval Place Apt. 114,Abuja,225753,3/24/2024,3/29/2025 10:59,Bronze,1/1/1900,9190436410
C04406,Catherine,Marshall,catherine.marshall@mail.com,82506 Michelle Mall,Lagos,516226,2/15/2024,2/1/2025 20:17,VIP,10/19/1997,9167939153
C04407,Scott,Mullen,scott.mullen@aol.com,478 Mary Spurs,Port Harcourt,272295,4/19/2024,,,8/18/1973,7161762956
C04408,Brenda,Parker,brenda_parker@gmail.com,"3699 Lopez Greens Suite 382, Rivers",Port Harcourt,136626,12/13/2023,2/6/2024 23:44,Standard,2/15/1949,8038224587
C04409,Scott,Woodward,woodward.s@aol.com,"96975 Price Crescent, Rivers",Port Harcourt,269320,8/15/2024,5/6/2025 8:13,New,4/30/1978,8020102220
C04410,Madison,Trevino,madison.trevino@outlook.com,0785 Melissa Lake Suite 889,Lagos,296692,7/27/2024,,Bronze,5/7/2007,8228840248
C04411,Shawn,Weaver,shawn_weaver@yahoo.com,31808 Jonathan Manor Suite 650,Aba,678497,9/19/2023,11/5/2024 13:00,Platinum,6/30/1953,9175087782
C04412,Adrienne,Richards,adriennerichards@outlook.com,47693 Victoria Club,Port Harcourt,848681,7/28/2024,3/30/2025 16:09,Bronze,4/30/1951,9151378594
C04413,Donna,Vargas,donna_vargas@mail.ng,"45081 Ralph Lake, Lagos",Lagos,,8/29/2024,12/15/2024 20:49,Gold,12/13/1935,8111476878
C04414,Sarah,Douglas,sarah.douglas@hotmail.com,"726 Contreras Streets Suite 082, Rivers",Port Harcourt,111641,4/23/2025,5/10/2025 14:27,Gold,4/28/1979,9177943255
C04415,Nicole,Hernandez,nicole.hernandez@yahoo.com,047 Jenna Brook Apt. 084,Abuja,661435,10/16/2024,,,5/9/1996,8214961691
C04416,Evan,Garrett,evan.garrett@workmail.com,"923 Ortiz Highway Apt. 792, Lagos",Lagos,955987,10/7/2024,12/24/2024 21:37,Gold,4/7/2005,7041507665
C04417,Patricia,Mitchell,patricia.mitchell@yahoo.com,96831 Michelle Burg Apt. 298,Port Harcourt,563719,12/1/2023,4/13/2024 2:26,Gold,,8156719680
C04418,Michael,Cooke,michaelcooke@yahoo.com,"706 Michael Estates, Lagos",Lagos,698983,2/7/2024,3/10/2025 13:32,VIP,11/9/1943,7031351664
C04419,Aaron,Marquez,amarquez@outlook.com,495 Gary Parkways,Port Harcourt,592671,12/27/2023,1/25/2025 21:55,Standard ,11/18/1947,7061042869
C04420,Rebecca,Ellis,rebecca_ellis@beta.ng,"208 Savage Forge Apt. 944, Oyo",Ibadan,899467,5/22/2025,5/22/2025 15:44,New,12/29/1990,9103026821
C04421,Gwendolyn,Pham,gwendolyn_pham@mail.com,536 William Hollow Suite 862,Port Harcourt,523438,6/2/2024,2/5/2025 12:59,standard,7/20/1943,9183772965
C04422,Beth,Rodriguez,beth.rodriguez@techie.com,982 Johnson Parkways,Lagos,479735,11/2/2024,1/5/2025 11:37,Gold,1/1/1900,8245674802
C04423,Jamie,Walker,jamiewalker@yahoo.com,208 Hernandez Trail Apt. 272,Abuja,502117,10/30/2023,1/31/2024 0:26,Platinum,5/27/1961,8064048260
C04424,Erica,Stone,erica.stone@yahoo.com,056 Nguyen Harbors Suite 497,Port Harcourt,,6/18/2024,1/12/2025 18:15,VIP,1/1/1900,9116703988
C04425,James,Anderson,jamesanderson@yahoo.com,6015 Palmer Freeway,Port Harcourt,957865,10/3/2024,,VIP,,8241155150
C04426,Teresa,Huffman,thuffman@mail.ng,556 Wagner Orchard Suite 852,Port Harcourt,546283,5/5/2025,5/6/2025 4:12,Bronze,10/20/1949,7079438420
C04427,Michael,Martin,michael.martin@mail.com,212 Kathryn Circle Suite 689,Port Harcourt,198541,10/5/2024,2/6/2025 19:30,VIP,6/4/1959,8029082125
C04428,David,Wilkinson,david.wilkinson@hotmail.com,"2738 Angela Flat Suite 722, Rivers",Port Harcourt,429997,7/4/2024,12/11/2024 7:34,Standard,4/3/1965,8172790385
C04429,Darin,Williams,dwilliams@outlook.com,98821 Perez Canyon Suite 073,Port Harcourt,389341,1/27/2025,,Silver,11/7/1986,9123152797
C04430,Joshua,Lewis,,9237 Hodges Underpass,Lagos,179889,3/16/2025,5/8/2025 11:21,Standard,12/23/1938,7089893128
C04431,Calvin,Peters,,775 Campbell Park,Benin City,536272,4/20/2025,,Gold,4/28/1994,8260675874
C04432,Jennifer,Bryant,jennifer.bryant@yahoo.com,4025 Payne Glens Suite 730,Port Harcourt,744614,1/9/2025,4/21/2025 7:40,Platinum,11/10/2006,
C04433,Erika,Prince,erika.prince@gmail.com,"2771 Mike Prairie, Rivers",Port Harcourt,368405,4/24/2024,2/28/2025 17:20,Platinum,10/6/1963,8294503449
C04434,Stacey,Hall,shall@hotmail.com,4593 Brady Plain,Lagos,527873,1/22/2024,,New,12/12/2005,9114589547
C04435,Grant,Salazar,grant_salazar@yahoo.com,720 Mccullough Burgs,Lagos,570991,9/6/2024,4/3/2025 5:37,Gold,,8068835060
C04436,Christina,Mcintosh,christinamcintosh@aol.com,108 Marc Shore Suite 606,Lagos,303282,1/27/2025,2/15/2025 13:00,New,3/4/1976,7133288584
C04437,Peter,Lewis,peter_lewis@yahoo.com,576 Christina Spurs Suite 487,Port Harcourt,653246,1/26/2024,2/18/2024 10:16,Gold,,8231686353
C04438,Jennifer,Lewis,jennifer_lewis@gmail.com,"98910 Mathew Ways, Oyo",Ibadan,832230,11/21/2023,3/29/2024 22:14,VIP,1/26/1972,8288363351
C04439,James,Carroll,carroll.j@outlook.com,"22862 Huang Street, Rivers",Port Harcourt,827088,12/6/2023,10/26/2024 11:24,Standard,11/11/1950,7085957770
C04440,Dennis,Curtis,dennis.curtis@workmail.com,9762 Mclean Extensions,Port Harcourt,618967,1/29/2025,4/20/2025 7:30,Silver,5/31/1972,9120644220
C04441,Benjamin,Turner,benjamin.turner@mail.com,244 Lopez Center Suite 209,Warri,381960,3/31/2024,2/28/2025 18:06,standard,11/1/1991,8014304133
C04442,Angel,Bolton,angel.bolton@outlook.com,3620 Wanda Street,Port Harcourt,677114,3/19/2024,3/11/2025 4:31,VIP,3/27/1941,8188911037
C04443,Crystal,Gordon,gordon.c@yahoo.com,27411 Taylor Way Suite 488,Enugu,730429,12/28/2023,2/14/2025 23:41,Standard,12/10/1971,8062768845
C04444,Alicia,Davis,alicia.davis@gmail.com,25710 Jennifer Trafficway Suite 012,Kaduna,105559,7/8/2024,1/27/2025 17:17,Gold,1/24/1952,7159610829
C04445,Matthew,Walker,matthew.walker@engineer.com,"1101 Chase Avenue Apt. 448, Rivers",Port Harcourt,866818,1/22/2025,2/22/2025 8:30,,6/16/1943,9164242280
C04446,Tamara,Fernandez,tamara.fernandez@engineer.com,6780 Spencer Views Apt. 976,Kano,363123,9/15/2024,10/13/2024 4:52,Standard,7/2/1986,8156218067
C04447,Ryan,Nelson,ryan_nelson@aol.com,571 Kayla Alley Suite 338,Lagos,928863,4/30/2025,5/16/2025 3:29,VIP,5/30/1950,9054977775
C04448,Shawn,Wright,shawn.wright@outlook.com,6118 Melissa Parkway Suite 228,Port Harcourt,976788,11/16/2024,,Silver,4/16/1954,7005031939
C04449,Eugene,Hernandez,ehernandez@yahoo.com,"1589 Cole Turnpike Apt. 814, Lagos",Lagos,992029,10/23/2024,10/29/2024 18:18,,3/9/1992,9118859036
C04450,Stephanie,Clarke,stephanieclarke@outlook.com,9575 Thomas Gardens,Port Harcourt,447365,8/20/2024,2/12/2025 18:34,Bronze,1/21/1945,7157535898
C04451,Yvette,Doyle,yvette.doyle@hotmail.com,76965 Joshua Wells,Owerri,570117,5/30/2024,10/15/2024 16:16,Gold,5/20/1971,7010738008
C04452,John,Schneider,johnschneider@mail.com,3349 Rodriguez Mills,Kano,576084,4/21/2025,5/22/2025 20:53,New,5/15/2004,7442272302
C04453,Thomas,Gilbert,thomas.gilbert@gmail.com,8589 George Viaduct,Abuja,147882,2/27/2024,,,12/9/1977,-7846
